experiment,dataset,method,MSETest_mean,MSETest_std,RMSETest_mean,RMSETest_std,EnergyScoreTest_mean,EnergyScoreTest_std,CRPSTest_mean,CRPSTest_std,Gaussian NLLTest_mean,Gaussian NLLTest_std,C95Test_mean,C95Test_std,C90Test_mean,C90Test_std,C75Test_mean,C75Test_std,C50Test_mean,C50Test_std,MSEValidation_mean,MSEValidation_std,RMSEValidation_mean,RMSEValidation_std,EnergyScoreValidation_mean,EnergyScoreValidation_std,CRPSValidation_mean,CRPSValidation_std,Gaussian NLLValidation_mean,Gaussian NLLValidation_std,C95Validation_mean,C95Validation_std,C90Validation_mean,C90Validation_std,C75Validation_mean,C75Validation_std,C50Validation_mean,C50Validation_std,NumberParameters_mean,NumberParameters_std,n_runs
UCI_iDDPM,kin8nm,UCI_iDDPM,0.004817009090909091,0.0002603991645706471,0.06938187272727273,0.0018718469563994285,0.039780754545454544,0.0007800703575494163,0.03954036363636364,0.0007797977228393611,-0.9321196818181818,0.10608983521055931,,,,,,,,,,,,,,,,,,,,,,,,,,,419203.0,0.0,11
UCI_iDDPM,naval-propulsion-plant,UCI_iDDPM,0.0,0.0,0.000132725,1.1929171454000791e-05,7.516e-05,8.615982700466433e-06,7.5035e-05,8.62360743906852e-06,11.711860685000001,14.094829275960425,,,,,,,,,,,,,,,,,,,,,,,,,,,421763.0,0.0,20
UCI_iDDPM,wine-quality-red,UCI_iDDPM,5.2396766,11.710954222710402,1.4629550666666666,1.9285556445036038,0.32817103333333336,0.0402263023434502,0.32201528333333335,0.03643838441497738,8.574307733333333,7.696847323505873,,,,,,,,,,,,,,,,,,,,,,,,,,,419587.0,0.0,6
UCI_iDDPM,yacht,UCI_iDDPM,5.4644470625,27.098969862317674,1.2355637775,2.00967639377779,0.408975985,0.17819636857244867,0.4077145575,0.17840287374385852,30.1147764575,49.062476996761525,,,,,,,,,,,,,,,,,,,,,,,,,,,418947.0,0.0,40
crps_ensemble,1D_Burgers,crps_ensemble,1.1600000000000001e-06,7.436396977031284e-07,0.00102354,0.00031984756994543503,0.00448442,0.00046853787146825194,0.00013959999999999998,1.2841923531932442e-05,2.16763486,6.043888908014224,0.3912,0.02224185244083775,0.3162,0.024159884105682303,0.1678,0.026328691574022445,0.0164,0.006767569726275453,1.66e-06,1.439791651594077e-06,0.0011992200000000002,0.0005313939800185922,0.00423026,0.0005454138272908015,0.00013218000000000003,1.657277888587186e-05,4.862010580000001,9.500663531107453,0.39444446,0.013944343735830691,0.31600004,0.021866591124544286,0.16644446,0.021073070317184448,0.01711112,0.003002058347534239,6455328.0,0.0,5
crps_ensemble,1D_KS,crps_ensemble,3.766e-05,6.524032495320666e-06,0.00611878,0.0005252970369229202,0.07279578,0.005863117410303156,0.00333648,0.00026256545279225164,-3.4819992999999996,0.07208850678544386,0.3236,0.03410718399399166,0.2102,0.03172853605195172,0.0498,0.016783920876839237,0.0008,0.0013038404810405298,3.464e-05,8.005810389960531e-06,0.0058540599999999995,0.0006575068159342537,0.07161578,0.006555690790984582,0.00330496,0.0002758144811281669,-3.49838216,0.08260895445566414,0.33955556,0.03513292411389922,0.22355556000000001,0.033696155915148525,0.056666680000000004,0.02059306877281771,0.0026666800000000003,0.003201101855143007,6455328.0,0.0,5
crps_ensemble,concrete,crps_ensemble,21.46560813,5.18397690879601,4.600633050000001,0.5771421513916293,2.4994198499999998,0.3317525813530829,2.49151507,0.332033073518762,6.95958184,1.7093121956563122,0.60776699,0.07592430795836438,0.5631068,0.06258600846941217,0.4631068,0.0617521173349636,0.32912623,0.058333282736569486,,,,,,,,,,,,,,,,,,,8971.0,0.0,10
crps_ensemble,energy,crps_ensemble,0.25779049,0.07710457653209914,0.50286183,0.07394052701030966,0.28681221,0.03241597715689834,0.28313902,0.03246680949221837,0.80401145,0.09663264736239506,0.96883116,0.02048861257973967,0.94545452,0.025829327092314613,0.8701298700000001,0.05807967436894198,0.66493506,0.06146576308388995,,,,,,,,,,,,,,,,,,,9355.0,0.0,10
crps_ensemble,kin8nm,crps_ensemble,0.006323819999999999,0.0005267793778128457,0.07946099,0.003294056268645091,0.04727146,0.001983209388956306,0.047034559999999996,0.0019825982162584308,-0.41572471,0.16390702837603768,0.69267401,0.02777192015137471,0.62173382,0.028149604398909612,0.47509159,0.02434834854935751,0.2974359,0.020212785399345647,,,,,,,,,,,,,,,,,,,8971.0,0.0,10
crps_ensemble,naval-propulsion-plant,crps_ensemble,5.3e-07,1.4181364924121764e-07,0.0007266200000000001,9.657555246196279e-05,0.00042228999999999997,4.5207409667983506e-05,0.00041682000000000004,4.5286343293413404e-05,-5.7314734000000005,0.0755780174485206,0.9744341999999999,0.018627296579780746,0.9439228999999999,0.03561642855353256,0.85213747,0.05853867625470743,0.65507127,0.08552179898280712,,,,,,,,,,,,,,,,,,,10251.0,0.0,10
crps_ensemble,power-plant,crps_ensemble,13.176776989999999,1.4259936037304815,3.62524497,0.19543699209345688,1.9328292399999998,0.08631828507074137,1.91777248,0.0865749446889392,2.84129172,0.11136204477738161,0.8660396800000001,0.023019091541674704,0.80992683,0.028812879563990118,0.67189131,0.035167297140428946,0.45569486000000003,0.032053857920319034,,,,,,,,,,,,,,,,,,,8715.0,0.0,10
crps_ensemble,protein-tertiary-structure,crps_ensemble,14.43669586,0.2514725743214219,3.7994487,0.033269588271122336,1.9441334000000001,0.018564017712095565,1.9318818,0.0186001801363589,3.24775452,0.02875391060311624,0.80905316,0.005854192316024499,0.77100374,0.006964033320425744,0.68602668,0.009463061392435286,0.5441941800000001,0.007809141819816054,,,,,,,,,,,,,,,,,,,9035.0,0.0,5
crps_ensemble,wine-quality-red,crps_ensemble,0.45055873999999996,0.06486406573866096,0.66968789,0.04803779253766882,0.38710489,0.03883798416809245,0.38674744,0.03885925211630072,58.89796409,21.878357570857133,0.564375,0.03372813077470433,0.55375,0.03175973166693254,0.525,0.03061862178478972,0.46624999999999994,0.027826346428439994,,,,,,,,,,,,,,,,,,,9163.0,0.0,10
crps_ensemble,yacht,crps_ensemble,1.29581985,1.1711282906758065,1.03380164,0.5022991357981907,0.48749549,0.20997897668961718,0.48446191,0.20993445414394593,2.65279405,2.1377454191586596,0.8903225499999999,0.0807526104262099,0.86451612,0.08575226836450062,0.7612903099999999,0.13010308615900146,0.43225806,0.17082902471492237,,,,,,,,,,,,,,,,,,,8843.0,0.0,10
